25	337.0	0.5	0.5	
26	341.0	0.5	0.5	
27	345.0	0.5	0.5	
Marker Name	AMEL
X	107.0	0.5	0.5	
Y	113.0	0.5	0.5	
Marker Name	D5S818
6	131.0	0.5	0.5	virtual
7	135.0	0.5	0.5	
8	139.0	0.5	0.5	
9	143.0	0.5	0.5	
10	147.0	0.5	0.5	
11	151.0	0.5	0.5	
12	155.0	0.5	0.5	
13	159.0	0.5	0.5	
14	163.0	0.5	0.5	
15	167.0	0.5	0.5	
16	171.0	0.5	0.5	
17	175.0	0.5	0.5	virtual
Marker Name	FGA
16	211.0	0.5	0.5	virtual
16.2	213.0	0.5	0.5	virtual
17	215.0	0.5	0.5	
17.2	217.0	0.5	0.5	virtual
18	219.0	0.5	0.5	
18.2	221.0	0.5	0.5	virtual
19	223.0	0.5	0.5	
19.2	225.0	0.5	0.5	virtual
20	227.0	0.5	0.5	
20.2	229.0	0.5	0.5	virtual
21	231.0	0.5	0.5	
21.2	233.0	0.5	0.5	virtual
22	235.0	0.5	0.5	
22.2	237.0	0.5	0.5	virtual
23	239.0	0.5	0.5	
23.2	241.0	0.5	0.5	virtual
24	243.0	0.5	0.5	
24.2	245.0	0.5	0.5	virtual
25	247.0	0.5	0.5	
25.2	249.0	0.5	0.5	virtual
26	251.0	0.5	0.5	
26.2	253.0	0.5	0.5	
27	255.0	0.5	0.5	
27.2	257.0	0.5	0.5	virtual
28	259.0	0.5	0.5	
28.2	261.0	0.5	0.5	virtual
29	263.0	0.5	0.5	
29.2	265.0	0.5	0.5	virtual
30	267.0	0.5	0.5	
30.2	269.0	0.5	0.5	
31	271.0	0.5	0.5	virtual
31.2	273.0	0.5	0.5	
32	275.0	0.5	0.5	virtual
32.2	277.0	0.5	0.5	
33.2	281.0	0.5	0.5	
34.2	285.0	0.5	0.5	virtual
42.2	317.0	0.5	0.5	
43.2	321.0	0.5	0.5	
44.2	325.0	0.5	0.5	
45.2	329.0	0.5	0.5	
46.2	333.0	0.5	0.5	
47.2	337.0	0.5	0.5	
48.2	341.0	0.5	0.5	
49.2	345.0	0.5	0.5	virtual
50.2	349.0	0.5	0.5	
51.2	353.0	0.5	0.5	
